2025-12-24 22:34:01,493 - BinaryFileReader - INFO - Starting to read binary file: \data\customers.binary
2025-12-24 22:34:01,493 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:34:01,494 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:34:01,495 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:34:01,495 - BinaryFileReader - ERROR - File integrity check failed: File does not exist: \data\customers.binary
2025-12-24 22:34:33,211 - BinaryFileReader - INFO - Starting to read binary file: \data\customers.binary
2025-12-24 22:34:33,212 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:34:33,212 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:34:33,216 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:34:33,217 - BinaryFileReader - ERROR - File integrity check failed: File does not exist: \data\customers.binary
2025-12-24 22:37:27,194 - BinaryFileReader - INFO - Starting to read binary file: data\customers.binary
2025-12-24 22:37:27,195 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:37:27,195 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:37:27,196 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:37:27,196 - BinaryFileReader - WARNING - File size (600000 bytes) is not a multiple of record size (298 bytes). 126 trailing bytes detected. Expected size: 599874 bytes. File may be truncated or corrupted.
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 163, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 164, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 165, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 166, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 167, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 168, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 169, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 170, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 171, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 172, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 173, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 174, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 175, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 176, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 177, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 178, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 179, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 180, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 181, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 182, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 183, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 184, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 185, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 186, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 187, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 188, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 189, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 190, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 191, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 192, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 193, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 194, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 195, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 196, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 197, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 198, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 199, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 200, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 201, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 202, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 203, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 204, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 205, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 206, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 207, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 208, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 209, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 210, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 211, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 212, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 213, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 214, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 215, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 216, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 217, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 218, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 219, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 220, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 221, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 222, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 223, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 224, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 225, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 226, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 227, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 228, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 229, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 230, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 231, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 232, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 233, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 234, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 235, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 236, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 237, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 238, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 239, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 240, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 241, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 242, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 243, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 244, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 245, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 246, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 247, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 248, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 249, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 250, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 251, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 252, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 253, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 254, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 255, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 256, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 386, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 387, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 388, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 389, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 390, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 391, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 392, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 393, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 394, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 395, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 396, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 397, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 398, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 399, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 400, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 401, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 402, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 403, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 404, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 405, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 406, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 407, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 408, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 409, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 410, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 411, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 412, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 413, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 414, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 415, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 416, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 417, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 418, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 419, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 420, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 421, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 422, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 423, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 424, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 425, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 426, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 427, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 428, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 429, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 430, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 431, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:29:05 - BinaryFileReader - WARNING - Record 432, field 'city': Failed to decode with ascii, using fallback latin-1
